# SWE-Milestone benchmark image inventory — benchmark data version v1.0
# columns: short<TAB>repo_full<TAB>milestone
# base / base-offline are ordinary milestones. Future: append a digest column
# after the v1.0 push to freeze content identity (spec §5.2).
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_119407d_1_sub-02
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_292bc54_1
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_5f5da48_1_sub-01
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_5f5da48_1_sub-02
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_b610d1c_1
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_2924d0c_1
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_8c6595c_1
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_a6e0be3_1_sub-01
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	milestone_seed_a6e0be3_1_sub-02
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	maintenance_style_1
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	maintenance_fixes_1_sub-01
ripgrep	burntsushi_ripgrep_14.1.1_15.0.0	maintenance_fixes_1_sub-02
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	base
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	base-offline
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m01
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m03
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m04
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m06
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m11
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m12.1
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m12.2
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m12.3
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m12.4
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m12.5
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m13
scikit-learn	scikit-learn_scikit-learn_1.5.2_1.6.0	m17
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	base
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	base-offline
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m001
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m003
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m004
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m005
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m007.1
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m007.2
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m008
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m009
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m010
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m013
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m014
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m017
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m018
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m019
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m020
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m021
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m022
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m023
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m024
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m025
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m026
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m027
go-zero	zeromicro_go-zero_v1.6.0_v1.9.3	m028
element-web	element-hq_element-web_v1.11.95_v1.11.97	base
element-web	element-hq_element-web_v1.11.95_v1.11.97	base-offline
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_7ff1fd2_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_e9a3625_1_sub-01
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_e9a3625_1_sub-02
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_e9a3625_1_sub-03
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_be3778b_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_56c7fc1_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_fba5938_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_aa99601_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_f59af37_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_8bb4d44_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_e662c19_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_3762d40_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_599112e_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	maintenance_ui_ux
element-web	element-hq_element-web_v1.11.95_v1.11.97	feature_enhancements
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_3f47487_1
element-web	element-hq_element-web_v1.11.95_v1.11.97	maintenance_bug_fixes
element-web	element-hq_element-web_v1.11.95_v1.11.97	milestone_seed_05df321_1
nushell	nushell_nushell_0.106.0_0.108.0	base
nushell	nushell_nushell_0.106.0_0.108.0	base-offline
nushell	nushell_nushell_0.106.0_0.108.0	milestone_g01_48bca0a
nushell	nushell_nushell_0.106.0_0.108.0	milestone_g02_da9615f
nushell	nushell_nushell_0.106.0_0.108.0	milestone_g02_a647707
nushell	nushell_nushell_0.106.0_0.108.0	milestone_g04_1ddae02
nushell	nushell_nushell_0.106.0_0.108.0	milestone_g04_ca0e961
nushell	nushell_nushell_0.106.0_0.108.0	milestone_g05_0b8531e
nushell	nushell_nushell_0.106.0_0.108.0	milestone_g05_be6e868
nushell	nushell_nushell_0.106.0_0.108.0	milestone_m02_parser
nushell	nushell_nushell_0.106.0_0.108.0	milestone_m08_docs
nushell	nushell_nushell_0.106.0_0.108.0	milestone_core_development.1
nushell	nushell_nushell_0.106.0_0.108.0	milestone_core_development.2
nushell	nushell_nushell_0.106.0_0.108.0	milestone_core_development.3
nushell	nushell_nushell_0.106.0_0.108.0	milestone_core_development.4
